produto,quantidade,preco,estado,data_venda,codigo_venda
Notebook,1,mil,RJ,2024-09-22 22:56:23.533199,VND107491
Headset,4,2000,PE,2025-04-18 22:56:23.533201,VND107492
Monitor,4,1500,DF,2024-12-27 22:56:23.533203,VND107493
Celular,3,1000,PE,2024-11-21 22:56:23.533204,VND107494
,5,1000,RS,2025-05-07 22:56:23.533206,VND107495
Celular,3,2500,CE,2024-11-16 22:56:23.533207,VND107496
,1,2500,PE,2025-02-22 22:56:23.533209,VND107497
,-1,2000,SP,2025-03-30 22:56:23.533210,VND107498
Celular,3,mil,CE,2024-11-18 22:56:23.533212,VND107499
Monitor,2,1000,RS,2024-09-26 22:56:23.533213,VND107500
Monitor,4,1000,CE,2024-08-07 22:56:23.533215,VND107501
,5,3000,CE,2025-06-08 22:56:23.533217,VND107502
Monitor,três,1500,DF,2025-02-04 22:56:23.533218,VND107503
,,1500,DF,2024-12-08 22:56:23.533220,VND107504
,1,2000,MG,2024-07-23 22:56:23.533221,VND107505
,,nan,PE,2024-12-12 22:56:23.533223,VND107506
,4,mil,PR,2024-11-05 22:56:23.533224,VND107507
Notebook,3,1000,PR,2025-03-26 22:56:23.533226,VND107508
Teclado,,3000,DF,2025-03-02 22:56:23.533227,VND107509
Notebook,2,mil,RJ,2024-07-01 22:56:23.533235,VND107510
Celular,3,1000,RJ,2025-01-29 22:56:23.533236,VND107511
Teclado,4,2500,RJ,2024-09-17 22:56:23.533238,VND107512
Tablet,,mil,,2025-03-08 22:56:23.533240,VND107513
Celular,três,2000,RJ,2025-06-19 22:56:23.533241,VND107514
Headset,-1,mil,BA,2024-11-14 22:56:23.533243,VND107515
Notebook,1,nan,PR,2024-07-09 22:56:23.533244,VND107516
Monitor,,mil,RJ,2024-08-18 22:56:23.533246,VND107517
Notebook,três,mil,RS,2025-01-13 22:56:23.533248,VND107518
Monitor,-1,mil,PR,2024-11-20 22:56:23.533249,VND107519
Teclado,-1,1500,CE,2025-01-21 22:56:23.533251,VND107520
Headset,,1000,PE,2024-12-08 22:56:23.533252,VND107521
Teclado,5,nan,CE,2024-10-03 22:56:23.533254,VND107522
Headset,,2000,PR,2025-04-22 22:56:23.533255,VND107523
Notebook,4,1500,MG,2024-08-01 22:56:23.533257,VND107524
Monitor,-1,1000,SP,2024-09-22 22:56:23.533258,VND107525
Teclado,1,3000,DF,2024-12-20 22:56:23.533260,VND107526
Headset,4,2000,PR,2024-11-21 22:56:23.533262,VND107527
,2,1000,,2024-12-21 22:56:23.533263,VND107528
Celular,3,1500,SC,2024-12-21 22:56:23.533265,VND107529
Celular,,1500,RJ,2024-08-09 22:56:23.533266,VND107530
Teclado,5,3000,SP,2024-11-29 22:56:23.533268,VND107531
Monitor,1,2000,DF,2025-01-23 22:56:23.533269,VND107532
,5,2000,BA,2025-02-26 22:56:23.533271,VND107533
Teclado,5,nan,BA,2024-11-22 22:56:23.533273,VND107534
Notebook,5,1000,SC,2024-08-14 22:56:23.533274,VND107535
Headset,,nan,,2025-02-16 22:56:23.533276,VND107536
,1,1500,RS,2024-12-05 22:56:23.533279,VND107537
Notebook,1,1500,CE,2024-12-29 22:56:23.533281,VND107538
Celular,-1,mil,PE,2025-05-24 22:56:23.533284,VND107539
Headset,5,3000,CE,2024-09-16 22:56:23.533287,VND107540
Teclado,-1,3000,DF,2025-06-21 22:56:23.533289,VND107541
Notebook,-1,2000,PR,2025-05-13 22:56:23.533292,VND107542
Tablet,3,nan,CE,2024-11-10 22:56:23.533295,VND107543
,,1500,MG,2025-02-15 22:56:23.533297,VND107544
Monitor,,mil,CE,2024-10-28 22:56:23.533300,VND107545
,4,1000,RJ,2024-09-28 22:56:23.533303,VND107546
,três,mil,CE,2024-08-04 22:56:23.533305,VND107547
Monitor,-1,2500,SC,2025-01-06 22:56:23.533307,VND107548
Tablet,,1000,BA,2024-09-12 22:56:23.533308,VND107549
Celular,5,3000,,2025-05-23 22:56:23.533310,VND107550
Headset,três,1000,RJ,2024-07-29 22:56:23.533311,VND107551
Monitor,2,1500,DF,2025-01-14 22:56:23.533313,VND107552
Tablet,5,nan,MG,2025-04-04 22:56:23.533315,VND107553
Teclado,1,mil,RS,2024-07-31 22:56:23.533316,VND107554
,,2000,CE,2024-08-06 22:56:23.533318,VND107555
,três,nan,PR,2024-12-10 22:56:23.533319,VND107556
,,2500,,2025-05-30 22:56:23.533321,VND107557
Tablet,4,2000,,2025-05-22 22:56:23.533323,VND107558
,-1,2500,MG,2025-02-27 22:56:23.533325,VND107559
Celular,2,2500,BA,2025-05-11 22:56:23.533326,VND107560
Celular,,1500,,2025-01-30 22:56:23.533328,VND107561
Notebook,4,1500,RJ,2024-10-23 22:56:23.533329,VND107562
Monitor,4,3000,PE,2024-11-30 22:56:23.533331,VND107563
Notebook,2,3000,SC,2024-11-25 22:56:23.533332,VND107564
,5,2500,MG,2024-08-24 22:56:23.533334,VND107565
,5,nan,RS,2024-08-12 22:56:23.533336,VND107566
Tablet,5,3000,RS,2025-04-10 22:56:23.533337,VND107567
Headset,3,1500,SP,2024-11-18 22:56:23.533339,VND107568
,-1,3000,RS,2025-06-24 22:56:23.533341,VND107569
Headset,três,2500,SC,2025-02-23 22:56:23.533342,VND107570
Celular,-1,mil,DF,2025-01-08 22:56:23.533344,VND107571
Headset,5,2000,DF,2024-10-07 22:56:23.533345,VND107572
Headset,2,nan,,2024-10-06 22:56:23.533347,VND107573
,3,nan,,2025-05-05 22:56:23.533349,VND107574
Headset,-1,1000,,2024-08-26 22:56:23.533350,VND107575
,5,3000,RJ,2025-02-17 22:56:23.533352,VND107576
Tablet,3,nan,MG,2025-06-14 22:56:23.533354,VND107577
Headset,três,mil,DF,2024-08-09 22:56:23.533355,VND107578
Teclado,2,mil,RS,2024-08-21 22:56:23.533357,VND107579
Headset,5,1500,MG,2025-01-04 22:56:23.533359,VND107580
Headset,três,2000,RS,2025-04-28 22:56:23.533360,VND107581
Notebook,1,1500,RS,2024-07-16 22:56:23.533362,VND107582
Tablet,três,3000,PE,2024-10-10 22:56:23.533363,VND107583
,,2500,DF,2024-12-16 22:56:23.533365,VND107584
Celular,2,mil,CE,2024-07-20 22:56:23.533367,VND107585
Notebook,três,mil,PE,2025-05-30 22:56:23.533368,VND107586
,três,1000,MG,2025-05-30 22:56:23.533370,VND107587
Monitor,4,1000,SP,2024-12-23 22:56:23.533371,VND107588
Tablet,4,mil,MG,2024-10-21 22:56:23.533373,VND107589
Teclado,três,2000,SP,2024-09-09 22:56:23.533374,VND107590
Tablet,três,nan,,2024-10-02 22:56:23.533376,VND107591
Monitor,2,nan,CE,2025-01-04 22:56:23.533378,VND107592
Monitor,4,mil,MG,2024-10-05 22:56:23.533379,VND107593
Monitor,-1,nan,PE,2025-01-05 22:56:23.533381,VND107594
,2,1000,SC,2025-03-02 22:56:23.533386,VND107595
Celular,1,2500,MG,2024-12-25 22:56:23.533388,VND107596
Headset,2,nan,CE,2025-02-03 22:56:23.533390,VND107597
Tablet,5,1500,PE,2025-04-18 22:56:23.533391,VND107598
,5,mil,MG,2024-07-15 22:56:23.533393,VND107599
,3,nan,PR,2024-07-01 22:56:23.533394,VND107600
,4,2500,RS,2025-05-17 22:56:23.533396,VND107601
Headset,três,mil,RJ,2025-03-14 22:56:23.533397,VND107602
Headset,,2000,PE,2024-10-23 22:56:23.533399,VND107603
Teclado,4,2000,SP,2024-11-05 22:56:23.533400,VND107604
Monitor,-1,1000,BA,2025-05-16 22:56:23.533402,VND107605
Celular,2,2500,,2025-03-16 22:56:23.533403,VND107606
Teclado,,1500,,2025-02-26 22:56:23.533405,VND107607
Notebook,,2500,BA,2025-05-25 22:56:23.533407,VND107608
,três,1500,DF,2025-03-07 22:56:23.533408,VND107609
,três,1500,RS,2025-04-01 22:56:23.533410,VND107610
Celular,4,2500,BA,2024-08-29 22:56:23.533411,VND107611
Headset,,mil,SP,2025-06-23 22:56:23.533413,VND107612
,,3000,PR,2025-01-08 22:56:23.533415,VND107613
,5,2500,DF,2024-08-16 22:56:23.533416,VND107614
Celular,1,mil,,2024-07-22 22:56:23.533418,VND107615
,três,1500,RJ,2025-03-26 22:56:23.533419,VND107616
,2,mil,DF,2025-02-16 22:56:23.533421,VND107617
Monitor,4,mil,MG,2025-05-18 22:56:23.533422,VND107618
Notebook,três,nan,RS,2024-10-07 22:56:23.533424,VND107619
Monitor,5,2000,PE,2024-10-19 22:56:23.533426,VND107620
Notebook,-1,2000,DF,2024-10-03 22:56:23.533427,VND107621
,três,1000,PE,2025-06-09 22:56:23.533430,VND107622
Teclado,-1,2000,RJ,2024-07-06 22:56:23.533433,VND107623
,3,3000,CE,2024-10-01 22:56:23.533436,VND107624
Headset,,1500,SC,2024-08-27 22:56:23.533438,VND107625
,,2500,CE,2025-05-17 22:56:23.533441,VND107626
Notebook,4,2500,BA,2024-12-26 22:56:23.533444,VND107627
Notebook,1,3000,MG,2024-09-02 22:56:23.533446,VND107628
Notebook,1,2000,RS,2024-11-03 22:56:23.533449,VND107629
,4,1500,RS,2024-11-28 22:56:23.533452,VND107630
Celular,4,2000,BA,2024-12-29 22:56:23.533453,VND107631
Teclado,5,mil,PR,2025-03-23 22:56:23.533455,VND107632
Celular,-1,1000,PE,2024-07-17 22:56:23.533457,VND107633
Headset,4,2000,RS,2024-11-16 22:56:23.533459,VND107634
,-1,1000,CE,2024-12-12 22:56:23.533461,VND107635
Notebook,três,2500,PR,2024-07-03 22:56:23.533462,VND107636
Teclado,três,1500,PR,2025-05-25 22:56:23.533464,VND107637
Teclado,3,nan,PE,2025-03-12 22:56:23.533466,VND107638
Tablet,-1,mil,BA,2025-02-26 22:56:23.533467,VND107639
Headset,5,1000,DF,2024-12-28 22:56:23.533469,VND107640
,três,2000,SC,2025-04-23 22:56:23.533470,VND107641
,,mil,RS,2025-05-09 22:56:23.533472,VND107642
Teclado,,2000,SP,2024-12-22 22:56:23.533473,VND107643
,três,mil,CE,2024-10-06 22:56:23.533476,VND107644
Notebook,três,2500,RJ,2025-03-03 22:56:23.533478,VND107645
Notebook,três,3000,SC,2025-03-13 22:56:23.533481,VND107646
Teclado,-1,mil,PE,2025-01-20 22:56:23.533484,VND107647
Celular,,nan,MG,2024-09-22 22:56:23.533486,VND107648
Headset,,3000,RS,2025-05-24 22:56:23.533489,VND107649
Notebook,2,2000,PR,2025-06-21 22:56:23.533491,VND107650
Teclado,três,3000,BA,2024-08-25 22:56:23.533494,VND107651
Notebook,3,mil,RS,2025-05-02 22:56:23.533497,VND107652
,três,nan,SP,2025-02-18 22:56:23.533499,VND107653
Teclado,5,nan,BA,2024-07-10 22:56:23.533501,VND107654
Headset,5,1500,PR,2024-10-05 22:56:23.533502,VND107655
Teclado,,3000,DF,2024-07-09 22:56:23.533504,VND107656
Tablet,três,1500,PR,2024-11-05 22:56:23.533506,VND107657
Teclado,1,2000,DF,2024-10-10 22:56:23.533507,VND107658
Teclado,5,2000,DF,2024-07-12 22:56:23.533511,VND107659
,três,2000,BA,2025-01-08 22:56:23.533513,VND107660
,3,2500,SC,2024-08-14 22:56:23.533514,VND107661
Headset,4,3000,RS,2025-02-21 22:56:23.533516,VND107662
,três,1000,SP,2024-10-24 22:56:23.533517,VND107663
Teclado,3,nan,PE,2024-11-30 22:56:23.533519,VND107664
Headset,,1000,PR,2025-05-12 22:56:23.533520,VND107665
Tablet,,2000,RS,2025-04-13 22:56:23.533522,VND107666
Headset,2,mil,DF,2024-09-21 22:56:23.533524,VND107667
Notebook,-1,mil,DF,2025-04-13 22:56:23.533525,VND107668
,5,3000,PR,2024-07-04 22:56:23.533527,VND107669
Headset,-1,mil,DF,2025-05-22 22:56:23.533528,VND107670
,três,1500,MG,2025-06-15 22:56:23.533530,VND107671
Tablet,-1,1000,PE,2025-06-14 22:56:23.533532,VND107672
Monitor,5,mil,RS,2024-12-04 22:56:23.533533,VND107673
Teclado,5,2000,RJ,2024-07-27 22:56:23.533535,VND107674
Headset,três,1000,RJ,2024-07-31 22:56:23.533537,VND107675
Teclado,,1000,BA,2024-12-07 22:56:23.533538,VND107676
Celular,5,nan,PR,2024-09-15 22:56:23.533540,VND107677
Notebook,1,1000,DF,2025-03-19 22:56:23.533541,VND107678
,1,2000,BA,2025-06-07 22:56:23.533543,VND107679
Notebook,4,nan,CE,2024-11-16 22:56:23.533544,VND107680
Celular,5,2000,RJ,2024-10-24 22:56:23.533546,VND107681
Celular,2,2500,SC,2025-01-30 22:56:23.533548,VND107682
,4,mil,BA,2025-04-30 22:56:23.533549,VND107683
Headset,,2500,SC,2025-01-09 22:56:23.533551,VND107684
Celular,5,mil,DF,2024-11-07 22:56:23.533553,VND107685
Monitor,1,2500,CE,2024-07-22 22:56:23.533554,VND107686
Teclado,2,1000,DF,2025-04-03 22:56:23.533556,VND107687
Teclado,três,3000,CE,2025-06-11 22:56:23.533557,VND107688
Tablet,4,2000,CE,2025-02-03 22:56:23.533559,VND107689
,2,2500,CE,2024-09-11 22:56:23.533561,VND107690
Celular,5,3000,MG,2025-02-04 22:56:23.533562,VND107691
Celular,3,2500,,2025-03-09 22:56:23.533564,VND107692
Monitor,2,mil,CE,2024-08-08 22:56:23.533565,VND107693
Notebook,2,2500,MG,2024-07-10 22:56:23.533567,VND107694
Notebook,,3000,DF,2024-07-08 22:56:23.533569,VND107695
Teclado,1,2500,MG,2024-10-14 22:56:23.533570,VND107696
Teclado,três,1000,RS,2024-08-04 22:56:23.533572,VND107697
Headset,5,1000,SC,2025-02-15 22:56:23.533573,VND107698
,2,nan,CE,2025-04-12 22:56:23.533575,VND107699
,5,1000,SP,2024-10-24 22:56:23.533577,VND107700
Monitor,1,1500,PE,2024-10-04 22:56:23.533578,VND107701
,,nan,BA,2024-09-05 22:56:23.533580,VND107702
,5,2500,DF,2025-02-18 22:56:23.533581,VND107703
Tablet,-1,1500,PR,2024-10-20 22:56:23.533583,VND107704
,1,2000,SC,2024-08-12 22:56:23.533585,VND107705
Tablet,1,3000,SC,2024-12-24 22:56:23.533586,VND107706
,três,2000,PR,2024-06-27 22:56:23.533588,VND107707
Monitor,4,1500,BA,2025-04-12 22:56:23.533589,VND107708
Tablet,,1000,SC,2025-01-18 22:56:23.533591,VND107709
Notebook,,mil,MG,2025-04-22 22:56:23.533592,VND107710
Tablet,três,2500,RS,2025-05-08 22:56:23.533594,VND107711
Tablet,-1,nan,RJ,2024-07-09 22:56:23.533596,VND107712
Monitor,5,mil,MG,2025-02-24 22:56:23.533597,VND107713
Monitor,3,mil,CE,2025-02-18 22:56:23.533599,VND107714
Tablet,-1,2500,SC,2025-01-10 22:56:23.533601,VND107715
,4,1000,MG,2024-12-02 22:56:23.533602,VND107716
Celular,,2500,RJ,2024-11-18 22:56:23.533604,VND107717
,1,3000,RS,2024-12-23 22:56:23.533605,VND107718
Monitor,,mil,DF,2024-07-15 22:56:23.533607,VND107719
,-1,3000,RS,2024-08-03 22:56:23.533608,VND107720
,3,3000,SP,2025-06-01 22:56:23.533610,VND107721
Headset,2,2000,MG,2024-07-15 22:56:23.533612,VND107722
Headset,2,1000,PR,2024-11-22 22:56:23.533615,VND107723
Notebook,três,3000,CE,2025-04-24 22:56:23.533618,VND107724
,,1500,RS,2024-09-13 22:56:23.533620,VND107725
Tablet,,3000,BA,2024-07-01 22:56:23.533623,VND107726
Celular,4,nan,MG,2024-10-23 22:56:23.533626,VND107727
Notebook,,2000,DF,2025-04-07 22:56:23.533628,VND107728
Tablet,3,1500,CE,2025-03-24 22:56:23.533631,VND107729
,,mil,PR,2025-02-13 22:56:23.533633,VND107730
Monitor,5,1000,PR,2025-03-27 22:56:23.533636,VND107731
Headset,-1,1000,PE,2025-02-09 22:56:23.533638,VND107732
Teclado,três,nan,DF,2024-08-05 22:56:23.533641,VND107733
Celular,3,mil,SP,2024-10-31 22:56:23.533643,VND107734
,4,3000,,2024-08-04 22:56:23.533646,VND107735
Teclado,5,1500,BA,2025-04-21 22:56:23.533649,VND107736
Headset,5,nan,RS,2024-10-04 22:56:23.533652,VND107737
,-1,1500,RS,2024-06-27 22:56:23.533654,VND107738
,2,3000,SP,2024-06-27 22:56:23.533657,VND107739
,3,mil,MG,2025-05-02 22:56:23.533660,VND107740
Teclado,-1,3000,RJ,2024-12-27 22:56:23.533662,VND107741
Monitor,5,2500,PR,2024-12-05 22:56:23.533665,VND107742
,4,2500,RS,2025-02-05 22:56:23.533667,VND107743
Tablet,-1,3000,MG,2025-06-23 22:56:23.533670,VND107744
,2,2000,,2024-07-16 22:56:23.533672,VND107745
Monitor,5,nan,PE,2025-05-31 22:56:23.533675,VND107746
,-1,2500,SP,2025-01-15 22:56:23.533677,VND107747
Teclado,3,3000,SP,2024-07-09 22:56:23.533679,VND107748
Monitor,2,1500,SC,2025-05-23 22:56:23.533682,VND107749
Headset,3,nan,SP,2025-01-14 22:56:23.533685,VND107750
Celular,3,mil,BA,2024-11-03 22:56:23.533688,VND107751
Monitor,3,2500,SC,2024-12-03 22:56:23.533690,VND107752
,-1,mil,SP,2025-02-14 22:56:23.533693,VND107753
Headset,2,2000,CE,2024-11-14 22:56:23.533696,VND107754
Celular,-1,nan,BA,2024-09-23 22:56:23.533698,VND107755
,-1,nan,CE,2025-06-07 22:56:23.533701,VND107756
Tablet,-1,1000,CE,2025-04-15 22:56:23.533703,VND107757
Teclado,5,1500,SC,2024-10-11 22:56:23.533706,VND107758
,,2000,PR,2025-03-22 22:56:23.533709,VND107759
,1,2000,SP,2025-04-17 22:56:23.533712,VND107760
,5,mil,RS,2024-07-09 22:56:23.533714,VND107761
Tablet,2,2000,MG,2025-01-15 22:56:23.533717,VND107762
,1,1500,DF,2024-10-08 22:56:23.533720,VND107763
Notebook,1,2000,DF,2024-07-11 22:56:23.533723,VND107764
,1,1000,SC,2024-08-31 22:56:23.533725,VND107765
Headset,,2500,BA,2024-06-28 22:56:23.533728,VND107766
Celular,-1,1500,CE,2024-12-10 22:56:23.533731,VND107767
,três,2000,PR,2024-09-15 22:56:23.533734,VND107768
,4,3000,BA,2025-02-02 22:56:23.533737,VND107769
,2,2500,,2025-02-10 22:56:23.533739,VND107770
Monitor,três,mil,SC,2024-09-14 22:56:23.533742,VND107771
Tablet,,nan,RJ,2025-03-29 22:56:23.533745,VND107772
,,1500,MG,2025-03-13 22:56:23.533747,VND107773
Celular,4,3000,,2024-09-24 22:56:23.533750,VND107774
Headset,1,nan,PR,2024-10-22 22:56:23.533753,VND107775
Notebook,-1,3000,,2024-07-02 22:56:23.533756,VND107776
,4,2000,BA,2024-07-06 22:56:23.533759,VND107777
Tablet,três,1500,DF,2025-06-03 22:56:23.533762,VND107778
Teclado,três,mil,PR,2025-02-09 22:56:23.533765,VND107779
Celular,4,2000,CE,2025-02-06 22:56:23.533767,VND107780
Teclado,,nan,RS,2025-05-08 22:56:23.533770,VND107781
Celular,2,mil,SP,2025-05-24 22:56:23.533772,VND107782
Celular,3,1000,RS,2024-12-15 22:56:23.533773,VND107783
Headset,-1,3000,SC,2024-07-26 22:56:23.533775,VND107784
Headset,três,1000,,2024-10-20 22:56:23.533777,VND107785
Headset,três,nan,RJ,2024-11-16 22:56:23.533778,VND107786
,4,2000,PE,2024-08-15 22:56:23.533780,VND107787
Monitor,-1,mil,RJ,2024-07-01 22:56:23.533781,VND107788
Celular,4,mil,CE,2024-07-07 22:56:23.533783,VND107789
Tablet,1,mil,RJ,2024-09-28 22:56:23.533785,VND107790
Teclado,-1,2500,MG,2025-05-29 22:56:23.533786,VND107791
Headset,1,3000,PE,2025-05-02 22:56:23.533788,VND107792
,três,2500,,2025-03-14 22:56:23.533789,VND107793
Headset,,1500,SC,2025-06-15 22:56:23.533791,VND107794
Teclado,1,3000,SP,2025-06-17 22:56:23.533793,VND107795
Teclado,-1,1000,BA,2025-03-29 22:56:23.533794,VND107796
,5,2500,RS,2025-06-25 22:56:23.533796,VND107797
Celular,-1,nan,,2024-08-25 22:56:23.533799,VND107798
Headset,4,1500,MG,2024-10-13 22:56:23.533801,VND107799
Teclado,1,3000,SP,2025-05-24 22:56:23.533804,VND107800
Monitor,2,mil,MG,2025-03-08 22:56:23.533806,VND107801
Monitor,5,nan,CE,2025-03-28 22:56:23.533809,VND107802
Headset,,1500,RJ,2024-08-26 22:56:23.533811,VND107803
,3,1000,SP,2025-01-27 22:56:23.533814,VND107804
Teclado,4,mil,PR,2024-10-25 22:56:23.533817,VND107805
,4,nan,PR,2024-07-20 22:56:23.533819,VND107806
Celular,2,3000,RS,2025-03-11 22:56:23.533821,VND107807
Celular,3,1500,RJ,2025-04-18 22:56:23.533823,VND107808
,três,2000,SP,2025-06-14 22:56:23.533824,VND107809
,3,3000,RS,2024-08-03 22:56:23.533826,VND107810
Celular,,3000,DF,2024-09-29 22:56:23.533827,VND107811
,,mil,BA,2025-03-24 22:56:23.533829,VND107812
Notebook,5,3000,CE,2024-12-01 22:56:23.533830,VND107813
Headset,três,mil,RS,2025-04-04 22:56:23.533832,VND107814
Celular,4,3000,,2025-05-24 22:56:23.533834,VND107815
Monitor,1,2000,DF,2024-09-22 22:56:23.533835,VND107816
Teclado,,nan,RJ,2024-08-17 22:56:23.533837,VND107817
,2,nan,BA,2025-02-14 22:56:23.533838,VND107818
,2,nan,CE,2024-08-15 22:56:23.533840,VND107819
Tablet,2,1000,PE,2025-02-24 22:56:23.533842,VND107820
,-1,2000,MG,2024-07-17 22:56:23.533843,VND107821
Tablet,três,2000,PE,2024-06-30 22:56:23.533845,VND107822
Celular,três,1500,RJ,2024-12-11 22:56:23.533847,VND107823
Tablet,,2500,MG,2025-05-14 22:56:23.533848,VND107824
Tablet,,nan,RS,2025-04-25 22:56:23.533850,VND107825
Notebook,2,2500,,2024-11-07 22:56:23.533851,VND107826
,três,1500,DF,2024-08-21 22:56:23.533853,VND107827
Monitor,três,2000,DF,2024-08-12 22:56:23.533854,VND107828
,,1500,PE,2024-09-24 22:56:23.533856,VND107829
Monitor,-1,3000,SP,2024-08-22 22:56:23.533858,VND107830
Notebook,1,1500,BA,2024-08-09 22:56:23.533861,VND107831
Notebook,1,1500,SP,2024-11-17 22:56:23.533863,VND107832
Tablet,5,mil,SP,2025-04-07 22:56:23.533866,VND107833
Headset,três,3000,RS,2024-08-10 22:56:23.533869,VND107834
,4,mil,SC,2025-04-13 22:56:23.533871,VND107835
Teclado,1,2500,SP,2024-08-28 22:56:23.533874,VND107836
,5,3000,,2024-09-02 22:56:23.533877,VND107837
Teclado,3,1000,SC,2025-04-11 22:56:23.533879,VND107838
Tablet,4,1500,RS,2024-11-04 22:56:23.533882,VND107839
Teclado,três,1500,BA,2024-07-25 22:56:23.533885,VND107840
Notebook,1,mil,DF,2024-11-20 22:56:23.533888,VND107841
Monitor,-1,2500,RS,2024-12-12 22:56:23.533891,VND107842
Teclado,3,mil,PE,2024-07-19 22:56:23.533894,VND107843
,5,2000,CE,2025-06-07 22:56:23.533896,VND107844
,1,3000,,2025-02-07 22:56:23.533899,VND107845
Tablet,três,2000,RJ,2025-03-18 22:56:23.533901,VND107846
Headset,1,1000,SC,2025-05-07 22:56:23.533902,VND107847
Tablet,,3000,MG,2025-02-18 22:56:23.533904,VND107848
Celular,3,1000,RJ,2025-05-29 22:56:23.533905,VND107849
Tablet,1,1000,SP,2025-05-09 22:56:23.533907,VND107850
Notebook,2,1000,BA,2025-03-29 22:56:23.533909,VND107851
Monitor,-1,nan,PE,2025-04-23 22:56:23.533910,VND107852
Monitor,,3000,MG,2025-05-07 22:56:23.533912,VND107853
,,3000,RS,2024-11-12 22:56:23.533913,VND107854
Teclado,1,nan,DF,2024-12-05 22:56:23.533915,VND107855
Notebook,-1,2500,RS,2024-09-05 22:56:23.533916,VND107856
Celular,,nan,RS,2024-12-12 22:56:23.533918,VND107857
Notebook,4,1500,,2025-01-23 22:56:23.533920,VND107858
Tablet,3,2000,CE,2025-03-20 22:56:23.533923,VND107859
Notebook,4,2000,PE,2024-09-11 22:56:23.533924,VND107860
Notebook,5,1000,PE,2025-01-03 22:56:23.533926,VND107861
,4,3000,SP,2025-04-15 22:56:23.533928,VND107862
Celular,-1,3000,SP,2024-06-28 22:56:23.533929,VND107863
Tablet,2,1000,RJ,2025-03-10 22:56:23.533931,VND107864
Headset,,1500,PE,2025-06-23 22:56:23.533932,VND107865
,-1,2000,DF,2025-03-07 22:56:23.533934,VND107866
Headset,,nan,SP,2024-10-08 22:56:23.533935,VND107867
,três,2500,BA,2025-03-15 22:56:23.533937,VND107868
Monitor,2,mil,CE,2025-06-15 22:56:23.533938,VND107869
,,1500,RJ,2024-12-16 22:56:23.533940,VND107870
,4,3000,MG,2024-08-08 22:56:23.533941,VND107871
Teclado,três,mil,,2025-06-16 22:56:23.533943,VND107872
Notebook,três,1000,SC,2024-10-19 22:56:23.533945,VND107873
Monitor,5,2000,,2024-10-08 22:56:23.533946,VND107874
Celular,três,mil,DF,2024-08-16 22:56:23.533948,VND107875
Headset,três,1000,MG,2024-10-11 22:56:23.533949,VND107876
,1,3000,BA,2024-07-19 22:56:23.533951,VND107877
,2,1000,CE,2025-02-07 22:56:23.533953,VND107878
,4,nan,CE,2025-03-17 22:56:23.533954,VND107879
Notebook,-1,mil,DF,2024-07-31 22:56:23.533956,VND107880
Celular,4,mil,RS,2025-02-14 22:56:23.533957,VND107881
Teclado,4,2000,PR,2024-11-23 22:56:23.533959,VND107882
Celular,1,1000,CE,2025-03-30 22:56:23.533960,VND107883
Notebook,3,2000,PE,2025-06-24 22:56:23.533962,VND107884
Teclado,,mil,,2024-11-14 22:56:23.533963,VND107885
Celular,,1000,PR,2025-03-30 22:56:23.533965,VND107886
Teclado,-1,1000,PE,2024-11-10 22:56:23.533967,VND107887
,três,2000,RS,2025-04-06 22:56:23.533968,VND107888
,5,nan,RS,2024-10-29 22:56:23.533970,VND107889
Notebook,-1,1000,RS,2024-09-21 22:56:23.533971,VND107890
Notebook,3,nan,SP,2024-11-17 22:56:23.533973,VND107891
Teclado,,1500,SC,2025-05-07 22:56:23.533974,VND107892
Tablet,5,2500,RS,2024-09-26 22:56:23.533976,VND107893
Monitor,-1,1500,PE,2025-03-07 22:56:23.533977,VND107894
,5,2500,PE,2024-12-22 22:56:23.533979,VND107895
Celular,4,1500,RJ,2025-05-01 22:56:23.533980,VND107896
Celular,2,2500,,2024-10-31 22:56:23.533982,VND107897
Tablet,4,1000,SC,2024-08-12 22:56:23.533983,VND107898
Tablet,1,2000,,2024-08-15 22:56:23.533985,VND107899
Tablet,três,2000,DF,2025-02-20 22:56:23.533987,VND107900
Headset,,3000,DF,2024-12-20 22:56:23.533988,VND107901
Headset,5,2500,SC,2025-06-05 22:56:23.533990,VND107902
Teclado,-1,3000,MG,2024-12-27 22:56:23.533991,VND107903
Headset,três,nan,SP,2025-04-03 22:56:23.533993,VND107904
,2,nan,PR,2024-08-26 22:56:23.533995,VND107905
,-1,3000,DF,2025-01-06 22:56:23.533996,VND107906
Notebook,,2500,RS,2024-12-25 22:56:23.533998,VND107907
,5,2000,DF,2025-01-23 22:56:23.534000,VND107908
Teclado,5,2500,RS,2024-08-26 22:56:23.534001,VND107909
,4,nan,,2024-07-20 22:56:23.534003,VND107910
Celular,2,1000,PE,2025-05-16 22:56:23.534004,VND107911
Monitor,2,3000,RS,2025-04-08 22:56:23.534006,VND107912
Notebook,,3000,RS,2025-05-04 22:56:23.534007,VND107913
Celular,5,nan,SP,2025-04-10 22:56:23.534009,VND107914
Celular,três,2500,RJ,2024-08-03 22:56:23.534010,VND107915
Teclado,2,3000,RS,2025-04-01 22:56:23.534012,VND107916
Tablet,2,2000,PR,2024-10-10 22:56:23.534013,VND107917
Tablet,-1,3000,MG,2025-06-06 22:56:23.534015,VND107918
,,2500,SP,2024-12-08 22:56:23.534017,VND107919
